"id","interview","confidence","motivation","interview_qual","interviewer_qual","self_assessment","age","gender","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent","interview_statements_1","interview_statements_2","interview_statements_3","interview_statements_4","knowledge_before","new_info","strategy","strategy_free","change_strategy","change_strategy_free","interview_adj_1","interview_adj_2","interview_adj_3","interview_adj_4","interview_adj_5","interview_adj_6","interviewer_adj_1","interviewer_adj_2","interviewer_adj_3","interviewer_adj_4","interviewer_adj_5","interviewer_adj_6","lie_scale#1_1_1","lie_scale#1_2_1","lie_scale#1_3_1","lie_scale#1_4_1","lie_scale#1_5_1","lie_scale#2_1_1","lie_scale#2_2_1","lie_scale#2_3_1","lie_scale#2_4_1","lie_scale#2_5_1","style","interviewer","interview_adj_2_R","interview_adj_4_R","interviewer_adj_2_R","interviewer_adj_3_R","interviewer_adj_6_R"
34,2,4,7,2.5,2.83333333333333,2.75,NA,NA,2023-06-06 14:48:14,2023-06-06 15:15:10,0,100,1616,1,2023-06-06 15:15:14,"R_10BpaDL8uYnAUCp","anonymous","EN",1,3,2,2,4,5,2,1,"same story",2,NA,2,3,3,4,2,3,3,3,4,2,3,2,0,0,0,"0","0",0,0,1,0,0,"sos","Karishma",3,2,3,2,4
35,0,6,7,4.66666666666667,4.33333333333333,4,25,2,2023-06-06 11:02:30,2023-06-06 11:40:49,0,100,2299,1,2023-06-06 11:40:50,"R_3OqaeaiHnu7SUgz","anonymous","EN",1,4,4,4,4,2,5,1,"I tried to create an alibi which seemed truthful and I tried to put emphasis on that I could not remember many details that she asked for.",2,NA,5,1,5,3,5,5,5,3,1,3,5,1,0,3,1,"0","0",0,1,1,0,0,"direct","Karishma",5,3,3,5,5
35,2,6,7,4.66666666666667,4.5,3.25,NA,NA,2023-06-12 09:47:15,2023-06-12 10:20:26,0,100,1991,1,2023-06-12 10:20:27,"R_1dBuuTmqIMDO0ax","anonymous","EN",1,4,3,2,4,2,5,1,"Same as the other times I was interviewed.",2,NA,5,1,5,3,5,5,5,3,1,4,5,1,0,1,0,"0","0",1,1,0,0,0,"direct","Karishma",5,3,3,5,5
35,1,6,7,4.5,4.16666666666667,3.25,NA,NA,2023-06-08 10:28:33,2023-06-08 11:11:26,0,100,2573,1,2023-06-08 11:11:28,"R_2TZbfyvA3CX73Qv","anonymous","EN",1,4,2,3,4,5,5,1,"Same as last time",2,NA,5,1,5,4,5,5,5,4,1,5,5,3,0,0,0,"0","0",2,1,1,0,2,"direct","Karishma",5,2,2,5,3
36,2,5,7,4.66666666666667,4.16666666666667,3,NA,NA,2023-06-16 16:30:35,2023-06-16 16:40:18,0,100,582,1,2023-06-16 16:40:19,"R_1dy01ohYTJ4rDBW","anonymous","EN",1,4,3,1,4,3,4,1,"Remaining confident in my previous statement and sticking to the same story as told before.",2,NA,4,1,5,1,4,5,5,1,1,1,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
36,0,4,7,4.16666666666667,4,2.5,31,1,2023-06-12 15:25:10,2023-06-12 16:32:53,0,100,4063,1,2023-06-12 16:32:56,"R_Z1TIf38jeHgpz4B","anonymous","EN",1,3,2,1,4,2,1,1,"My strategy was maintaining the fact that i was here for a case study and no other purpose",2,NA,4,1,4,1,2,5,5,2,1,1,4,1,0,0,0,"0","0",0,0,2,0,1,"direct","Hanna",5,5,4,5,5
36,1,5,3,4.5,4.16666666666667,3.25,NA,NA,2023-06-13 15:51:37,2023-06-16 16:30:26,0,100,261528,1,2023-06-16 16:30:27,"R_3NExYA5IEzxbid2","anonymous","EN",1,4,4,1,4,2,3,1,"Maintaining and sticking to the story i had previously told, but adding minor useless details.",2,NA,4,1,5,1,3,5,5,1,1,1,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
37,0,3,7,2.66666666666667,3.5,3.5,40,2,2023-07-10 10:02:48,2023-07-10 10:57:19,0,100,3270,1,2023-07-10 10:57:20,"R_eJ0X7J2yteYkdYB","anonymous","EN",1,4,4,2,4,7,6,1,"Jag pratade runt frågorna",2,"Jag tror inte det men gick på känsla.",4,3,1,3,4,1,4,3,2,2,4,2,0,1,0,"0","0",6,0,0,0,0,"sos","Raver",3,3,3,4,4
37,2,5,7,3.83333333333333,4.16666666666667,3.5,NA,NA,2023-07-14 09:41:41,2023-07-14 10:15:24,0,100,2023,1,2023-07-14 10:15:25,"R_XHuqeN9ahYuq5zz","anonymous","EN",1,4,3,3,4,6,6,1,"Min strategi var som tidigare att prata runt saker. Det var mycket svårare denna gången eftersom jag blev lite mer ifrågasatt men jag kände ändå att jag kunde ge rimliga svar som skulle kunna förklara mitt beteende.",1,"Jag fick liknande frågor som tidigare men ställda på ett nytt sätt vilket gjorde att jag var tvungen att tänka efter så att jag inte avslöjade för mycket nytt.",4,2,3,1,5,2,5,3,1,3,4,1,0,2,0,"0","0",6,0,0,1,0,"sos","Raver",4,5,3,5,5
37,1,4,7,3.83333333333333,4.16666666666667,3.75,NA,NA,2023-07-12 09:43:24,2023-07-12 10:17:11,0,100,2026,1,2023-07-12 10:17:11,"R_3lY94w42L0zV7tL","anonymous","EN",1,4,4,3,4,6,4,1,"Jag höll mig till samma saker som förra gången och bekräftade sånt som kan bevisas genom ex fingeravtryck. Jag blandade in vad jag tänkte och tyckte om saker lite då och då som att de är högt upp när man står på våning 5. Jag tror att de ökar trovärdigheten om man kan vara beskrivande samtidigt som man inte ger för mycket information.",2,NA,4,1,3,2,5,2,4,2,1,3,4,1,0,4,1,"0","0",6,0,0,0,0,"sos","Raver",5,4,4,5,5
38,0,3,5,3.66666666666667,3.5,2.5,23,1,2023-07-10 10:57:24,2023-07-10 11:46:18,0,100,2934,1,2023-07-10 11:46:19,"R_3OeUzmMKRqbzJTK","anonymous","EN",1,2,2,2,4,5,3,1,"Det svåra var ju att komma på en anledning till varför man ens var i byggnaden, så jag sa att ja var där för en undersökning. Blev överaskad av att en vitne såg mig fastän att det inte var någon där. Överlag så var mina svar inte långt ifrån det jag faktisk gjorde, gav en anledning till varför jag var i områden men inte specifikt vad jag gjorde.",1,"När han sa att någon såg mig, så insåg jag att jag kanske borde inte ljuga för mycket. Alltså håll handlingen nära det som hände.",4,4,3,2,4,5,4,3,2,2,4,2,0,0,0,"0","0",1,0,0,0,0,"sos","Raver",2,4,3,4,4
38,1,2,5,4.33333333333333,4,3.75,NA,NA,2023-07-12 10:52:30,2023-07-12 11:14:48,0,100,1338,1,2023-07-12 11:14:49,"R_3246x3jooKv6baj","anonymous","EN",1,4,4,3,4,6,2,1,"Samma som innan, höll berättelsen så nära verkligheten som möjlig pga eventuella vittnen.",1,"Kom ihåg från förra gången att det fanns vittnen, alltså behövde jag inte säga något motsägande.",4,1,4,1,4,4,4,3,1,4,4,2,0,0,0,"0","0",1,0,0,0,0,"sos","Raver",5,5,3,5,4
38,2,2,5,4.16666666666667,5,3.5,NA,NA,2023-07-14 10:50:43,2023-07-14 11:08:51,0,100,1088,1,2023-07-14 11:08:52,"R_2trsOWF62NBYAu7","anonymous","EN",1,3,3,4,4,6,2,1,"Fanns vittnen, gav rimliga anledningar till varför jag var i närheten.",2,"Bytte strategi i intervju nr 1, behöll samma strategi i 2&3. Insåg att om det fanns vittnen så går det inte att motbevisa att man var där.",5,2,4,2,4,4,5,1,1,5,5,1,0,0,0,"0","0",1,0,0,0,0,"sos","Raver",4,4,5,5,5
39,0,5,6,3.66666666666667,4.16666666666667,3.5,56,2,2023-07-10 11:46:50,2023-07-10 12:46:40,0,100,3590,1,2023-07-10 12:46:41,"R_31tq64J1y4QE7EB","anonymous","EN",1,4,4,2,4,7,4,2,NA,2,NA,3,2,3,1,4,3,3,1,1,3,4,1,0,0,0,"0","1",0,0,0,0,0,"sos","Raver",4,5,5,5,5
39,1,4,7,3.83333333333333,4.16666666666667,3.25,NA,NA,2023-07-12 11:51:40,2023-07-12 12:50:57,0,100,3556,1,2023-07-12 12:50:58,"R_1o4N1RwousXm6Pw","anonymous","EN",1,3,3,3,4,7,5,2,NA,2,NA,4,2,4,1,3,3,4,1,1,3,3,1,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",4,5,5,5,5
39,2,5,7,4.16666666666667,4.16666666666667,4,NA,NA,2023-07-14 11:51:49,2023-07-14 12:10:49,0,100,1139,1,2023-07-14 12:10:49,"R_1oAR9Hebv1TFEfW","anonymous","EN",1,4,3,5,4,7,5,2,NA,2,NA,5,2,4,1,4,3,4,1,1,3,3,1,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",4,5,5,5,5
40,1,2,5,3.16666666666667,3.33333333333333,2.75,NA,NA,2023-07-12 12:51:00,2023-07-12 16:50:57,0,100,14396,1,2023-07-12 16:50:57,"R_24vGf2pBdxFtEys","anonymous","EN",1,3,3,2,3,5,2,1,"Jag höll mig till samma historia som jag berättade förra gången och försökte anpassa svaren på frågorna efter denna.",2,NA,3,2,3,2,2,3,3,4,2,3,4,2,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",4,4,2,4,4
40,0,2,5,3,3.33333333333333,2.5,52,1,2023-07-10 12:47:32,2023-07-10 16:24:32,0,100,13020,1,2023-07-10 16:24:33,"R_RrUjMpGKx6b0ODn","anonymous","EN",1,3,2,2,3,5,5,1,"Jag tänkte ut en anledning till att jag skulle befinna mig i byggnaden och försökte svara på frågorna så att de stämde överens med min anledning.",2,NA,4,2,2,2,3,1,3,3,2,3,3,2,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",4,4,3,4,4
40,2,3,5,3,3.83333333333333,2.25,NA,NA,2023-07-14 12:51:41,2023-07-14 16:51:16,0,100,14374,1,2023-07-14 16:51:16,"R_3PNPpQHxM4cfaxA","anonymous","EN",1,2,2,2,3,5,3,1,"Jag höll mig till samma historia som under de första intervjuerna och försökte svara likadant som tidigare. För nya frågor försökte jag anpassa svaren så att de passade med min historia.",2,NA,3,2,2,2,3,2,4,4,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",4,4,2,5,5
41,1,4,6,3.5,3.83333333333333,3,NA,NA,2023-07-12 16:53:42,2023-07-12 17:11:41,0,100,1078,1,2023-07-12 17:11:42,"R_2w6ysu2GLjIM3fr","anonymous","EN",1,3,2,3,4,4,4,1,"Jag försökte spela dum och övertyga intervjuaren att jag inte hade något specifikt mål när jag besökte institutet, jag försöker ge bilden att jag bara är en ""turist"" i denna byggnad och hade ingen aning om något brott.",1,"Jag blev frågad under intervju 1 om jag var på plan 4 vilket jag sade att jag inte var men under intervju 2 försökte jag bortförklara detta med att jag trodde att bottenvåningen i hissen var plan E och inte plan 1",4,3,3,2,4,3,4,3,1,3,4,2,0,0,1,"0","0",0,0,3,1,0,"direct","Raver",3,4,3,5,4
41,0,4,6,3.33333333333333,4,2.25,25,1,2023-07-10 16:52:36,2023-07-10 17:31:35,0,100,2339,1,2023-07-10 17:31:36,"R_3esoHpmPldJQZCP","anonymous","EN",1,3,2,1,3,4,5,1,"Försöka övertyga intervjuaren att jag bara är en kompis som inte kunde navigera i byggnaden",2,NA,4,3,3,1,3,2,4,2,1,3,5,3,0,0,0,"0","0",0,0,2,1,0,"direct","Raver",3,5,4,5,3
41,2,4,6,3.33333333333333,3.83333333333333,2.5,NA,NA,2023-07-14 16:51:21,2023-07-14 17:17:19,0,100,1557,1,2023-07-14 17:17:20,"R_24wrNtWU4CTui0m","anonymous","EN",1,3,2,2,3,4,3,1,"Fortsatte med samma strategi som föregående intervjuer och försökte se till att det inte var några hål i min story",2,NA,4,2,4,3,3,2,4,4,1,3,5,2,0,0,1,"0","0",0,0,2,0,0,"direct","Raver",4,3,2,5,4
42,0,2,5,3.66666666666667,3.33333333333333,1,23,2,2023-07-10 17:53:04,2023-07-10 18:32:16,0,100,2352,1,2023-07-10 18:32:17,"R_2vYfjZhImaxyU9Q","anonymous","EN",1,1,1,1,1,5,3,1,"Få mig själv att verka så normal och passande i miljön som möjligt, så påstod att jag va student som skulle plugga här",2,NA,5,1,2,2,4,2,4,3,1,2,3,3,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",5,4,3,5,3
42,1,3,4,3.33333333333333,3.5,2.25,NA,NA,2023-07-12 17:20:32,2023-07-12 17:41:15,0,100,1243,1,2023-07-12 17:41:16,"R_2xCMmROQPWY4rSQ","anonymous","EN",1,3,2,2,2,6,3,2,NA,2,NA,4,3,3,2,4,2,3,4,1,3,4,2,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",3,4,2,5,4
42,2,2,2,3.16666666666667,3.33333333333333,2,NA,NA,2023-07-14 17:26:21,2023-07-14 17:47:38,0,100,1276,1,2023-07-14 17:47:38,"R_pn3KmAhSVVxEvp7","anonymous","EN",1,2,2,2,2,5,5,2,NA,2,NA,4,3,2,2,4,2,3,3,2,2,4,2,0,0,0,"0","0",0,0,0,0,0,"sos","Raver",3,4,3,4,4
43,0,4,7,2.5,2,2.75,50,1,2023-08-07 10:42:05,2023-08-07 12:13:38,0,100,5493,1,2023-08-07 12:13:39,"R_3gMVV113Q30YXFK","anonymous","EN",1,3,3,2,3,4,2,2,NA,2,NA,2,4,2,2,3,2,1,1,4,1,1,4,0,2,0,"p","p",1,0,0,0,0,"direct","Minna",2,4,5,2,2
43,2,6,7,3,3,3.5,NA,NA,2023-08-09 10:50:50,2023-08-09 11:18:21,0,100,1651,1,2023-08-09 11:18:22,"R_2BlnVhiPMAS1dZD","anonymous","EN",1,4,3,3,4,2,2,2,NA,2,NA,4,2,3,3,2,2,3,3,3,2,3,2,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",4,3,3,3,4
43,1,5,7,4,3.33333333333333,3.25,NA,NA,2023-08-08 11:09:23,2023-08-08 11:26:55,0,100,1051,1,2023-08-08 11:26:56,"R_1nYMf1EPyhVfXPi","anonymous","EN",1,4,3,2,4,2,2,1,"tänkte att jag håller mig så nära saningen som möjligt. sen var det ju helt tomt med folk så vem kan ha sett mig gå överallt",2,NA,4,1,4,1,3,3,3,2,2,2,3,2,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",5,5,4,4,4
44,0,3,5,2.66666666666667,3.83333333333333,1,23,1,2023-08-07 12:50:22,2023-08-07 13:49:54,0,100,3571,1,2023-08-07 13:49:55,"R_3rJq64FCfa2PzqC","anonymous","EN",1,1,1,1,1,2,2,2,NA,1,"hon frågade vad jag gjorde på psykologiska institutet vilket jag inte ens var medveten om att jag vistade mig på föränn hon sa det och blev lite ställd och sen bytte jag strategi till att göra bort mig totalt och inte avslöja något väsentligt om vad jag faktiskt gjorde",1,5,2,2,4,4,5,3,2,2,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",1,4,3,4,5
44,1,1,5,3.66666666666667,3.16666666666667,2.75,NA,NA,2023-08-08 11:32:15,2023-08-08 15:24:59,0,100,13963,1,2023-08-08 15:24:59,"R_3s0pwoOlIvU5BIc","anonymous","EN",1,2,2,3,4,3,2,1,"Min strategi var beroende på att intervjuaren inte hade några bevis på min brottsaktivitet, då jag inte stötte på potentiella vittnen när jag genomförde brottet och tog hand om övervakningen.Så det var bara att svara nej på frågor så som ""vistade du dig på andra våningen under din vistelse"", samt ha en händelselös alibi",2,NA,4,2,4,2,3,3,3,2,1,2,3,4,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",4,4,4,5,2
44,2,2,3,3.16666666666667,3.16666666666667,2.5,NA,NA,2023-08-09 12:59:38,2023-08-09 14:42:29,0,100,6170,1,2023-08-09 14:42:30,"R_32XerWXrWyWSjhS","anonymous","EN",1,3,2,2,3,7,1,1,"Inte ge tydliga svar samt undvika att svara på vissa frågor och leda bort samtalet.",2,NA,4,4,3,2,3,3,4,4,2,2,4,3,0,0,0,"0","0",0,0,0,0,0,"direct","Minna",2,4,2,4,3
45,0,3,5,1.83333333333333,2.5,1.5,25,3,2023-08-07 13:50:08,2023-08-07 14:44:24,0,100,3256,1,2023-08-07 14:44:25,"R_2cAYfMEweJCqz5m","anonymous","EN",1,1,2,1,2,5,2,1,"Jag vet inte om jag skulle kalla det för strategi men min tanke var att bara ge ut den information som de frågade om. Redan innan var mitt minne suddigt om var jag hade varit, men jag kanske försökte spela på det lite extra",2,NA,1,4,2,3,2,1,3,2,2,1,1,4,1,0,1,"0","0",0,0,0,0,0,"sos","Minna",2,3,4,4,2
45,1,2,3,1.83333333333333,2,2.5,NA,NA,2023-08-21 09:50:44,2023-08-21 10:27:48,0,100,2223,1,2023-08-21 10:27:48,"R_7aEbAkErpNbini9","anonymous","EN",1,3,1,2,4,5,2,1,"Efter förra intervjun försökte jag att vara mer ärlig med det som hade hänt, men försökte samtidigt att flika in med förklaringar eller berätta saker så att det jag gjorde inte verkade som något olagligt, men det fanns inte jättemycket utrymme för det.",2,NA,4,5,1,4,1,2,3,5,3,1,3,5,1,0,0,"0","0",0,1,0,1,0,"sos","Minna",1,2,1,3,1
45,2,3,2,1.66666666666667,2.83333333333333,2.5,NA,NA,2023-08-22 09:45:59,2023-08-22 10:32:00,0,100,2760,1,2023-08-22 10:32:01,"R_2xCWm7fKr3E4QWY","anonymous","EN",1,3,1,2,4,5,2,1,"Gick på informationen som jag trodde de hade av mig sen innan och försökte vara medhjälplig där det gick, men ändå försöka flika in med saker som jag tyckte gjorde mig oskyldig, men fanns inte jättemycket utrymme till det",2,NA,3,5,1,4,1,2,3,2,2,2,2,4,0,0,0,"0","1",0,0,0,0,0,"sos","Minna",1,2,4,4,2
46,2,3,7,2.5,3.5,1.75,NA,NA,2023-08-09 15:27:40,2023-08-09 15:56:41,0,100,1741,1,2023-08-09 15:56:42,"R_5teX5rYXq5uOSFb","anonymous","EN",1,2,2,1,2,5,3,1,"Jag gjorde en strategi minutrarna inför första intervjun som hade tre delar. Jag har avslöjat en del efter varje intervju (fall i fall det skulle användas emot mig). Första delen: Bestämma innan varför jag varit i byggnaden som kan förklara mina rörelse. Andra delen: Ge svar som ger så lite relevant information som möjligt. Tredje delen: Låsas att jag är en av de självsäkra vita män i 50-årsåldern som jag brukar sitta i fastighetsförandlingar med. De är lugna, ser sin närvaro som självklar och en attityd som att ingen kan tro något annat än gott om dem.(Det finns bra män också i fastighetsbranschen)",2,NA,3,4,2,2,2,2,3,3,1,2,4,2,0,0,0,"0","0",0,0,0,0,0,"sos","Minna",2,4,3,5,4
46,1,4,7,2.83333333333333,3.66666666666667,2.25,NA,NA,2023-08-08 15:25:01,2023-08-08 15:49:45,0,100,1484,1,2023-08-08 15:49:46,"R_2e9BOrz190Mo2J7","anonymous","EN",1,2,2,2,3,4,3,1,"Vid första tillfället tog jag några minuter innan intervjun för att bestämma varför jag varit i byggnaden. Jag bestämde mig också för inte ge ifrån mig mer information än nödvändigt (korta svar, ospecifika svar, upprepa svar, ställa motfrågor när det är naturligt) utan att (jag förhoppningvis) verkar förhalla eller dölja allt för mycket.",2,NA,4,4,2,2,3,2,3,4,1,3,4,1,0,0,1,"0","0",0,1,0,0,0,"sos","Minna",2,4,2,5,5
46,0,5,7,2.66666666666667,3.33333333333333,2.75,35,2,2023-08-07 15:21:34,2023-08-07 16:15:21,0,100,3227,1,2023-08-07 16:15:22,"R_1qUusFz7zLMeHYI","anonymous","EN",1,2,3,2,4,5,4,1,"Jag skulle möta upp en vän som jobbar i byggnaden. Men kunde inte hitta henne.",2,NA,3,4,2,2,3,2,3,4,3,3,4,1,0,0,0,"0","0",0,1,0,0,0,"sos","Minna",2,4,2,3,5
47,0,1,3,2.66666666666667,3.83333333333333,1.25,33,1,2023-08-14 09:56:49,2023-08-14 14:42:23,0,100,17133,1,2023-08-14 14:42:24,"R_2fCYgBXEoeubm6f","anonymous","EN",1,1,1,2,1,1,7,1,"Im bad at lying so i said that i did it but said i was contacted and it was a paid study, so i lied about that",1,"i lied about 5th floor to see if she would react",2,4,4,4,3,3,4,2,1,3,2,1,0,0,0,"0","0",0,0,0,0,2,"sos","Hanna",2,2,4,5,5
48,0,4,7,4.16666666666667,4.66666666666667,5,41,2,2023-08-14 14:46:07,2023-08-14 16:52:52,0,100,7604,1,2023-08-14 16:52:53,"R_6kWKaKCsxLeI1j3","anonymous","EN",1,5,5,5,5,1,7,1,"My strategy was to say that this is the first time I visited the place and to describe my impressions of the place. Those impressions are genuine and I kept all the focus on the things that are true but non-discriminating.",2,NA,4,1,3,1,4,4,5,1,1,3,5,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
48,1,4,7,4.33333333333333,4.5,3.5,NA,NA,2023-08-16 16:24:11,2023-08-16 16:53:58,0,100,1786,1,2023-08-16 16:53:58,"R_3lEcASQznYl50SX","anonymous","EN",1,3,3,5,3,1,7,1,"My strategy is to hold to the truth as much as possible and describe truthful events, only mentioning details that are not incriminating me in any way.",2,NA,4,1,4,1,4,4,5,1,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
48,2,4,7,4,4.5,4,NA,NA,2023-08-18 16:24:54,2023-08-18 16:53:09,0,100,1695,1,2023-08-18 16:53:10,"R_2wLIP4okn9aqHja","anonymous","EN",1,4,3,5,4,1,7,1,"My strategy was to talk about true events that are not compromising, but they are truthful and will give more confident talking about them.",2,NA,4,1,4,1,5,1,5,1,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
49,0,5,7,3.5,4,3,26,2,2023-08-14 16:54:09,2023-08-14 17:39:31,0,100,2721,1,2023-08-14 17:39:31,"R_31MDyKyOLgF77D5","anonymous","EN",1,3,3,2,4,2,7,1,"I used my recent days routine to convince them that I came here to study and that is what I did. Also, described the things at entry and else where exactly until I started taking stuff!",2,NA,4,4,5,3,4,3,3,2,1,3,4,1,0,0,0,"0","0",0,2,0,0,1,"direct","Hanna",2,3,4,5,5
49,1,4,7,3.83333333333333,4,2.5,NA,NA,2023-08-16 16:54:03,2023-08-16 17:11:49,0,100,1065,1,2023-08-16 17:11:50,"R_1DYjqlLDFzRUDWQ","anonymous","EN",1,3,2,2,3,6,3,2,NA,2,NA,5,2,5,4,3,4,4,3,1,3,4,1,1,0,0,"0","0",0,1,0,0,0,"direct","Hanna",4,2,3,5,5
49,2,4,7,2.33333333333333,3.66666666666667,2.25,NA,NA,2023-08-18 16:53:20,2023-08-18 17:32:11,0,100,2330,1,2023-08-18 17:32:14,"R_1IKPkAY8KABkWQZ","anonymous","EN",1,2,2,2,3,3,2,2,NA,2,NA,2,4,3,5,3,3,3,5,1,3,5,1,1,1,0,"0","0",0,1,0,2,0,"direct","Hanna",2,1,1,5,5
50,1,6,6,4.5,4.5,5,NA,NA,2023-08-18 10:56:34,2023-08-18 11:17:13,0,100,1238,1,2023-08-18 11:17:14,"R_3mxV9Dl14LVzKI9","anonymous","EN",1,5,5,5,5,5,1,1,"I stuck to what I told her the last time I was here. I was also prepared for more questions and did build my self a background story about what I was doing in the building.",2,NA,5,1,5,1,3,4,5,1,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
50,0,5,7,3.66666666666667,4.33333333333333,3.75,24,2,2023-08-16 09:50:12,2023-08-16 10:56:32,0,100,3980,1,2023-08-16 10:56:33,"R_2pLccXzxnvW96wH","anonymous","EN",1,4,5,1,5,1,4,1,"I retold a previus visit i had here a year ago. I described a room i did not have acces to today and what I was doing there.",2,NA,5,1,2,2,4,2,5,2,1,3,4,1,0,1,0,"0","0",0,0,1,0,0,"direct","Hanna",5,4,4,5,5
50,2,6,6,4.33333333333333,4.16666666666667,5,NA,NA,2023-08-21 10:27:59,2023-08-21 11:15:03,0,100,2823,1,2023-08-21 11:15:05,"R_3J8jQM6skmhx5Ni","anonymous","EN",1,5,5,5,5,4,1,1,"I told her the exact same story as the last time and the time before.",2,NA,4,1,4,1,3,5,3,1,1,3,4,1,0,0,0,"0","0",0,0,0,0,0,"direct","Hanna",5,5,5,5,5
51,1,2,7,1.66666666666667,3.33333333333333,2,NA,NA,2023-08-17 11:09:07,2023-08-17 11:55:08,0,100,2760,1,2023-08-17 11:55:08,"R_sAl9npdq2lT7SLL","anonymous","EN",1,3,2,1,2,6,1,1,"I thought maybe I could play stupid as if I had some sort of personality disorder. I realise my statements are not convincing because Im a shit lier. Therefore it makes more sense to just play so weird that any statements would seem unreliable. If Im just a wild card the interviews can account for less. Unfortunately Im a shit actress too and its really hard switching language",1,"I started saying no",1,4,1,5,3,2,3,4,2,3,4,2,0,1,0,"0","0",0,0,0,0,0,"sos","Hanna",2,1,2,4,4
51,0,1,7,2,3,2,22,2,2023-08-16 10:56:45,2023-08-16 11:43:38,0,100,2813,1,2023-08-16 11:43:39,"R_1mOi9IXstjpBOiu","anonymous","EN",1,2,2,2,2,7,6,2,NA,1,"I wouldnt admit to as much activity if it had not been apparant that she knew a lot and had looked through cctv",3,2,1,5,2,1,3,4,2,3,3,3,1,1,0,"0","0",0,0,0,0,0,"sos","Hanna",4,1,2,4,3
51,2,1,7,2.83333333333333,3,1.75,NA,NA,2023-08-18 11:17:21,2023-08-18 11:47:46,0,100,1824,1,2023-08-18 11:47:47,"R_2V1lqI0EqbwJ9OP","anonymous","EN",1,1,1,3,2,5,2,2,"Its too hard to stick to a plan",2,NA,3,4,3,4,4,3,3,4,2,2,3,2,0,0,0,"0","0",0,1,0,0,0,"sos","Hanna",2,2,2,4,4
52,1,1,4,2.83333333333333,3.83333333333333,2.5,NA,NA,2023-09-07 14:59:47,2023-09-07 15:23:00,0,100,1393,1,2023-09-07 15:23:01,"R_1LesfUQCoLojaSo","anonymous","EN",1,2,2,2,4,4,6,1,"I turned back unfortunately as my earlier strategy didn't work. So I said that someone had asked me to retrieve the item of the pink coat and that I gave the item to said person at the piano where I played some notes on the piano. When she asked me if I touched the chair I told a story about how I touch the chair right before sitting down because of an earlier incident where my own chair had broken. I tried to be as colorful and detailed as possible.",1,"My earlier strategy of pure ignorance did not work and the interigator seemed as though she didn't like my answer to the question, she seemed almost relieved when I changed which means that I'll probably keep doing this, admitting to the place and time while creating another story.",2,4,3,4,5,3,4,2,1,3,2,1,0,1,0,"0","0",2,0,0,0,0,"sos","Karishma",2,2,4,5,5
52,0,2,3,2.5,3.33333333333333,1.75,18,1,2023-09-05 13:42:00,2023-09-05 15:45:07,0,100,7386,1,2023-09-05 15:45:08,"R_3lG2jMxU3SFNGlY","anonymous","EN",1,1,2,2,2,6,4,1,"Well, I tried to argue that I went into the building to blow my nose in their bathrommes, seeing as I have a stuffy nose and just left from school. Although it all came crashing down with the CCTV footage",2,NA,2,4,2,4,4,3,4,4,1,3,2,2,0,0,0,"0","0",2,0,0,1,0,"sos","Karishma",2,2,2,5,4
52,2,4,5,2.33333333333333,3.16666666666667,1,NA,NA,2023-09-08 15:19:00,2023-09-08 15:49:59,0,100,1858,1,2023-09-08 15:50:00,"R_2Tts8Khje3gO8rD","anonymous","EN",1,1,1,1,1,6,4,2,NA,1,"Well she kept asking question after question which meant my story never held up since my answers before said that I had left. I should have kept as few details as possible",2,4,2,4,4,2,4,3,2,2,2,2,1,0,0,"0","0",2,0,0,0,0,"sos","Karishma",2,2,3,4,4
53,2,2,5,2.5,4.16666666666667,2,NA,NA,2023-09-29 15:50:45,2023-09-29 16:26:42,0,100,2157,1,2023-09-29 16:26:43,"R_1LYEAtdn7ckcpBo","anonymous","EN",1,1,2,2,3,5,1,1,"Stick to my original story and question any new evidence",2,NA,3,4,2,3,3,2,4,2,1,4,3,1,0,0,1,"0","0",0,0,0,0,0,"sos","Karishma",2,3,4,5,5
